
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳
インフルエンザ,,,2,,,,,,,2,,,,,1,,,,,,,1,,,,,,,

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳
ＲＳウイルス感染症,,,,,,,,,,,,,,,,,,,,,,,
咽頭結膜熱,3,1,,,,1,,5,,10,,1,3,2,,1,2,,,,,1,
Ａ群溶血性レンサ球菌咽頭炎,4,3,4,,2,2,8,2,11,36,1,,1,1,4,7,7,2,3,4,,4,
感染性胃腸炎,27,6,15,7,29,7,73,89,13,266,1,20,42,21,32,38,18,17,23,11,7,18,6
水痘,1,,1,1,5,1,3,1,3,16,,2,2,,2,3,3,3,,,,1,
手足口病,5,,1,1,,,,4,6,17,,1,7,6,,,1,,2,,,,
伝染性紅斑,2,,1,3,,,1,5,1,13,,,1,1,2,3,3,2,1,,,,
突発性発疹,3,2,,,3,1,2,4,2,17,,5,5,7,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,3,,2,1,,2,2,5,3,18,,,7,3,3,2,1,2,,,,,
流行性耳下腺炎,3,1,1,,7,2,5,2,3,24,,,1,2,2,9,2,2,2,2,2,,

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,2,,,,,,1,,1,4,,,,,,,,,,,,,,,1,,3,
