神戸市感染症発生動向調査週報 平成28年9月28日 作成 神戸市感染症情報センター 報告定点数 48 ヶ所 第38週 2016年 9月 19日 ～ 2016年 9月 25日 インフルエンザ 設置定点数 48 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳,80歳～
インフルエンザ,,,,,,,,1,2,3,,,,,,,,,,,,,1,1,1,,,,,
報告定点数 31 ヶ所 小児科 設置定点数 31 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,,ＲＳウイルス感染症の患者が増加 しています。ＲＳウイルスを病原 体とする呼吸器感染症で２歳まで にほぼ100％の児が感染します。 一度の感染では終生免疫は獲得さ れず、その後も再感染を繰り返し ます。感染経路は飛沫・接触感染 で潜伏期間は４～５日です。症状 は軽い風邪様症状から重い肺炎ま で様々です。一般的に年長児以降 は重症化しませんが、乳幼児期、 特に生後数週間～数か月に初感染 した場合は、細気管支炎、肺炎な ど重篤な疾患を引き起こすことが あります。予防接種はなく、手洗 い・うがい、咳エチケットが感染 予防として重要です。秋から冬に かけて流行する感染症で、これか らの季節は注意が必要です。,,,,
ＲＳウイルス感染症,3,,1,,,2,5,3,13,27,2,6,6,7,4,2,,,,,,,,,,,,,,
咽頭結膜熱,1,5,,,,,1,2,1,10,,1,3,1,1,1,1,1,1,,,,,,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,2,2,,,,1,2,,11,18,,,2,,2,1,4,2,3,1,,3,,,,,,,,
感染性胃腸炎,4,4,8,7,13,8,17,50,16,127,3,10,18,17,15,8,6,8,6,1,4,12,4,15,,,,,,
水痘,1,1,,,2,,5,,1,10,,,,,1,1,3,4,,1,,,,,,,,,,
手足口病,2,,,,,,,3,1,6,1,1,1,,,1,1,,1,,,,,,,,,,,
伝染性紅斑,1,,,,,,2,,,3,,,,,,1,,1,1,,,,,,,,,,,
突発性発疹,4,,1,,1,,1,2,2,11,1,3,6,1,,,,,,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,3,1,2,,1,,2,2,1,12,,2,1,4,2,2,,1,,,,,,,,,,,,
流行性耳下腺炎,17,2,,7,13,6,7,5,6,63,,,3,3,8,9,5,8,11,5,4,4,,3,,,,,,
報告定点数 10 ヶ所 眼科 設置定点数 10 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,70歳～,視する さい。
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,,1,2,3,,,,1,1,,,,,,,,,,,1,,,,
（定点機関から報告されたその他の感染症情報）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東灘区○ヒトメタニューモウイルス感染症１例：０～４歳、性別不明（６１０１） 中央区○マイコプラズマ感染症１例：５～９歳女（６３０１） 中央区○カンピロバクター腸炎１例：１０代男（６３０１） 北 区○マイコプラズマ感染症１例：１０代女（６５０５） 垂水区○細菌性腸炎（カンピロバクター）１例：性別・年齢不詳（６８０４） 垂水区○川崎病１例：性別・年齢不詳（６８０４） 西 区○マイコプラズマ感染症１例：５～９歳男（６９０２） 西 区○マイコプラズマ感染症１例：年齢・性別不詳（６９０３）,,,,,,,,,,,【結核に関する情報】 今週の結核届出患者数は０人です。 【市内の感染症の状況】 ＜神戸市の麻しんの発生状況について＞ ○神戸市の麻しん患者の報告は、9月1日届出の1例のみです。 ○8月24日～9月27日で38件の麻しんウイルス遺伝子検査（PCR法）を 実施し、うち上記1件のみ陽性でした。 【感染症発生動向調査事業実施要綱】 http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,
〔お知らせ〕 バックナンバーは神戸市のホームページからご覧いただけます。 【感染症発生動向調査事業実施要綱】 http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
神戸市 発生動向 〔検索〕 または、神戸市ホームページ上段のバナーを以下のとおりたどってください。 ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する （トップページ ＞ くらし・手続き ＞ 健康・医療 ＞ 感染症・予防接種 ＞ 感染症発生動向） システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
