
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳
インフルエンザ,5,1,,,1,3,11,15,1,37,,,,,2,,1,,1,1,1,7,4,3,5,4,4,,3

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,
ＲＳウイルス感染症,1,,,,1,,3,4,10,19,3,4,6,5,1,,,,,,,,,,
咽頭結膜熱,,,,,,,1,,,1,,,1,,,,,,,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,9,1,,,3,,1,1,17,32,,,,,,2,4,6,5,2,3,9,,1,
感染性胃腸炎,22,14,18,10,50,11,23,82,28,258,1,5,28,21,26,28,29,17,17,10,13,26,6,31,
水痘,13,2,,,4,,5,3,3,30,,,1,2,2,4,10,7,3,1,,,,,
手足口病,4,2,,,5,,3,,,14,,1,5,2,3,1,1,1,,,,,,,
伝染性紅斑,1,1,,,,,,,,2,,,,,,,,1,,1,,,,,
突発性発疹,2,,,1,1,,,2,,6,,4,2,,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,,,,,,1,,1,3,5,,,2,1,1,,,1,,,,,,,
流行性耳下腺炎,14,1,7,4,20,3,11,14,4,78,,1,1,5,9,11,15,6,10,5,3,8,1,3,

,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,2,,,2,4,,,,1,,,,,,,,,1,,2,,,
