神戸市感染症発生動向調査週報 平成28年8月24日 作成 神戸市感染症情報センター 報告定点数 48 ヶ所 第33週 2016年 8月 15日 ～ 2016年 8月 21日 インフルエンザ 設置定点数 48 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳,80歳～
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
報告定点数 31 ヶ所 小児科 設置定点数 31 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,,７月に入り全国の麻しん患者の届 出数が増加しています。渡航歴の ある患者や、その接触者からの患 者の発生が散見されています。感 染経路は空気感染、飛沫感染、接 触感染で、その感染力はきわめて 強く、免疫を持っていない人が感 染するとほぼ100％発症します。 手洗い、マスクのみで予防するこ とはできません。ワクチンが有効 な予防法です。定期接種は対象年 齢になったら確実に2回受けま しょう。（対象期間中は無料で接 種することができます。詳細は神 戸市ホームページでご確認くださ い）３症状（①顔面から全身へ広 がる融合性発疹、②発熱、③咳・ 鼻汁・結膜充血などのカタル症 状）などから麻しんを疑う患者を 診察した医師は直ちに神戸市保健 所までご連絡をお願いします。 （TEL:078-322-6789）,,,,
ＲＳウイルス感染症,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
咽頭結膜熱,3,1,,,,,,5,,9,,,3,1,,,1,,,,1,3,,,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,2,,,,,5,2,1,5,15,,,1,1,2,,4,,1,1,,2,,3,,,,,,
感染性胃腸炎,3,3,4,7,20,5,8,31,14,95,3,13,21,6,4,6,5,3,5,5,3,14,,7,,,,,,
水痘,,,1,,4,,,1,2,8,,,2,,,2,2,1,,1,,,,,,,,,,
手足口病,3,,,,,,,1,1,5,,1,1,2,,,,,,,1,,,,,,,,,
伝染性紅斑,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,
突発性発疹,,,,2,2,1,2,1,4,12,,3,8,1,,,,,,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,2,,1,3,,1,1,8,2,18,,1,4,4,3,2,2,,,1,,1,,,,,,,,
流行性耳下腺炎,7,1,4,2,17,6,10,8,4,59,,,,1,6,9,15,14,6,3,1,3,,1,,,,,,
報告定点数 10 ヶ所 眼科 設置定点数 10 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,70歳～,視する さい。
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,1,,,,,,,,1,2,,,,,,,,,,,,1,,,,,1,,,
（定点機関から報告されたその他の感染症情報）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東灘区○ノロウイルス感染症１例：年齢・性別不詳（６１０１） 灘　 区○マイコプラズマ感染症１例：５～９歳女（６２０２） 中央区○アデノウイルス感染症２例：０～４歳男、３０代男（６３０１） 北　 区○アデノウイルス感染症２例：０～４歳男（６５０５） 北　 区○カンピロバクター腸炎１例：１０代男（６５０５） 北　 区○病原性大腸菌感染症２例：１０代男（６５０５） 垂水区○ノロウイルス感染症１例：０～４歳女（６８０２） 垂水区○細菌性腸炎３例：年齢・性別不詳（６８０４） 西　 区○マイコプラズマ感染症３例：５～９歳男、１０代女（６９０２）,,,,,,,,,,,【結核に関する情報】　　今週の結核届出患者数は15人（うち潜在性結核感染症4人）です。 【市内の感染症の状況】 　　　幼稚園や小学校等で流行性耳下腺炎（おたふくかぜ）の流行が 　　　続いています。 　　　患者報告数は例年よりもかなり多く、注意報レベル（定点あたり患者数３人） 　　　に近づいています。 【感染症発生動向調査事業実施要綱】 　http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,
〔お知らせ〕　バックナンバーは神戸市のホームページからご覧いただけます。 【感染症発生動向調査事業実施要綱】 　http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　神戸市　発生動向　〔検索〕 　または、神戸市ホームページ上段のバナーを以下のとおりたどってください。 ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する 　（トップページ ＞ くらし・手続き ＞ 健康・医療 ＞ 感染症・予防接種 ＞ 感染症発生動向） 　システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
