神戸市感染症発生動向調査週報 平成28年9月21日 作成 神戸市感染症情報センター 報告定点数 48 ヶ所 第37週 2016年 9月 12日 ～ 2016年 9月 18日 インフルエンザ 設置定点数 48 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳,80歳～
インフルエンザ,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,
報告定点数 31 ヶ所 小児科 設置定点数 31 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,,8月中旬から9月中旬にかけて、 関西国際空港、西宮市、尼崎市で 麻しんの集団感染がありました。 神戸市では医療機関からのご相 談に基づき遺伝子検査を実施して います。現時点では、9月1日の1 例のみの患者発生に留まってお り、市内での集団感染は発生して いません。 現在、麻しん風しん混合ワクチ ンが不足しているため、1歳児の 定期予防接種を優先しています が、供給は10月以降に改善する見 通しです。定期予防接種の対象者 （1歳児・小学校就学前の1年間） や、過去に予防接種を受けたこと がない方、定期予防接種を1回し か受けていない方は計画的に予防 接種を受けましょう。,,,,
ＲＳウイルス感染症,4,,1,1,,,2,1,5,14,1,4,7,2,,,,,,,,,,,,,,,,
咽頭結膜熱,,6,,,,2,4,,,12,,3,,2,1,2,1,1,1,,,,,1,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,6,4,1,1,,,,2,6,20,,,,,2,3,5,5,,,4,,1,,,,,,,
感染性胃腸炎,,6,7,9,28,4,26,49,8,137,2,11,26,20,11,9,8,3,3,7,7,9,7,14,,,,,,
水痘,1,,,1,2,1,,,,5,,,1,,1,2,,,,,,,1,,,,,,,
手足口病,2,,,,,,1,7,1,11,,1,5,4,,,,,,,1,,,,,,,,,
伝染性紅斑,,,,,,2,,,,2,,,,,2,,,,,,,,,,,,,,,
突発性発疹,2,,1,,1,1,3,3,,11,1,3,4,1,2,,,,,,,,,,,,,,,
百日咳,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,
ヘルパンギーナ,5,1,3,,,,1,3,,13,,1,3,4,,1,1,,,1,2,,,,,,,,,
流行性耳下腺炎,12,2,3,6,6,11,11,4,9,64,,,2,4,11,14,7,4,3,4,6,9,,,,,,,,
報告定点数 10 ヶ所 眼科 設置定点数 10 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,70歳～,視する さい。
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,,1,1,2,,1,,1,,,,,,,,,,,,,,,,
（定点機関から報告されたその他の感染症情報）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東灘区○マイコプラズマ肺炎１例：５～９歳男（６１０１） 東灘区○マイコプラズマ肺炎１例：５～９歳女（６１０２） 灘 区○マイコプラズマ感染症１例：１０代女（６２０２） 中央区○マイコプラズマ感染症２例：０～４歳女、５～９歳女（６３０１） 北 区○マイコプラズマ感染症２例：５～９歳女、１０代男（６５０５） 垂水区○細菌性腸炎（病原性大腸菌）１例：性別・年齢不詳（６８０４） 垂水区○細菌性腸炎（カンピロバクター）１例：性別・年齢不詳（６８０４） 西 区○マイコプラズマ感染症２例：５～９歳男、１０代男（６９０２） 西 区○細菌性腸炎（カンピロバクター）１例：１０代男（６９０２） 西 区○マイコプラズマ感染症１例：年齢・性別不詳（６９０３） 西 区○ロタウイルス感染症１例：年齢・性別不詳（６９０３）,,,,,,,,,,,【結核に関する情報】 今週の結核届出患者数は７人（うち潜在性結核感染症１人）です。 【市内の感染症の状況】 平成28年10月15日から小児および高齢者のインフルエンザ予防接種の 公費助成が始まります。対象年齢や助成額等詳細は神戸市ホームページ でご確認お願いします。 （接種期間は平成28年10月15日～平成29年1月31日です。） 【感染症発生動向調査事業実施要綱】 http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,
〔お知らせ〕 バックナンバーは神戸市のホームページからご覧いただけます。 【感染症発生動向調査事業実施要綱】 http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
神戸市 発生動向 〔検索〕 または、神戸市ホームページ上段のバナーを以下のとおりたどってください。 ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する （トップページ ＞ くらし・手続き ＞ 健康・医療 ＞ 感染症・予防接種 ＞ 感染症発生動向） システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
