神戸市感染症発生動向調査週報 平成28年11月16日 作成 神戸市感染症情報センター 報告定点数 48 ヶ所 第45週 2016年 11月 7日 ～ 2016年 11月 13日 インフルエンザ 設置定点数 48 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳,80歳～
インフルエンザ,5,1,,,1,3,11,15,1,37,,,,,2,,1,,1,1,1,7,4,3,5,4,4,,3,1
報告定点数 31 ヶ所 小児科 設置定点数 31 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,,感染性胃腸炎の患者が急増してい ます。冬季はノロウイルスに代表 されるウイルス性胃腸炎が主流で す。ノロウイルスは感染後24～48 時間の潜伏期間の後に嘔吐、下 痢、腹痛などの症状が現れます。 吐物や便には1g中に100万個から 10億個のウイルスが含まれていま すが、感染は100個程度で成立す ると言われています。 突然の嘔吐から発症することもあ り、施設や病院などの集団生活の 場では、感染を広げないために吐 物には速やかにペーパータオルを かぶせるなどウイルスが舞い上が らないように対応することが重要 です。処理時は、換気を十分に行 い、必ず手袋・マスク等を着用す るとともに、消毒には次亜塩素酸 ナトリウムを使用し、処理後は30 秒以上しっかり手洗いをしましょ う。,,,,
ＲＳウイルス感染症,1,,,,1,,3,4,10,19,3,4,6,5,1,,,,,,,,,,,,,,,
咽頭結膜熱,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,9,1,,,3,,1,1,17,32,,,,,,2,4,6,5,2,3,9,,1,,,,,,
感染性胃腸炎,22,14,18,10,50,11,23,82,28,258,1,5,28,21,26,28,29,17,17,10,13,26,6,31,,,,,,
水痘,13,2,,,4,,5,3,3,30,,,1,2,2,4,10,7,3,1,,,,,,,,,,
手足口病,4,2,,,5,,3,,,14,,1,5,2,3,1,1,1,,,,,,,,,,,,
伝染性紅斑,1,1,,,,,,,,2,,,,,,,,1,,1,,,,,,,,,,
突発性発疹,2,,,1,1,,,2,,6,,4,2,,,,,,,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,,,,,,1,,1,3,5,,,2,1,1,,,1,,,,,,,,,,,,
流行性耳下腺炎,14,1,7,4,20,3,11,14,4,78,,1,1,5,9,11,15,6,10,5,3,8,1,3,,,,,,
報告定点数 10 ヶ所 眼科 設置定点数 10 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,70歳～,視する さい。
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,2,,,2,4,,,,1,,,,,,,,,1,,2,,,,,
（定点機関から報告されたその他の感染症情報）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東灘区○ノロウイルス感染症２例：年齢・性別不明（６１０１） 東灘区○マイコプラズマ感染症１例：１０代男（６１０１） 東灘区○アデノウイルス感染症１例：年齢・性別不明（６１０１） 灘 区○マイコプラズマ感染症１例：５～９歳女（６２０２） 北 区○アデノウイルス感染症２例：０～４歳女（６５０５） 垂水区○ノロウイルス感染症１例：０～４歳女（６８０２） 垂水区○マイコプラズマ感染症３例：年齢・性別不明（６８０４） 垂水区○細菌性腸炎（カンピロバクター）２例：年齢・性別不明（６８０４） 西 区○マイコプラズマ感染症１例：５～９歳女（６９０２） 西 区○マイコプラズマ感染症１例：５～９歳女（６９０５）,,,,,,,,,,,【結核に関する情報】 今週の結核届出患者数は11人（うち潜在性結核感染症6人）です。 【市内の感染症の状況】 インフルエンザが例年より早く流行の兆しがみられます。 インフルエンザの定点あたり患者報告数は、神戸市全体で 0.77人となり、 過去7季の同時期では最も多く、例年より早く流行期（同1人以上）に近づいています。 神戸市では高齢者の定期接種の他、小児（1～13歳未満）は任意接種として 予防接種料金の一部公費助成等を実施しています。詳細は市HPでご確認ください。 【感染症発生動向調査事業実施要綱】 http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,
〔お知らせ〕 バックナンバーは神戸市のホームページからご覧いただけます。 【感染症発生動向調査事業実施要綱】 http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
神戸市 発生動向 〔検索〕 または、神戸市ホームページ上段のバナーを以下のとおりたどってください。 ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する （トップページ ＞ くらし・手続き ＞ 健康・医療 ＞ 感染症・予防接種 ＞ 感染症発生動向） システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
