神戸市感染症発生動向調査週報 平成28年7月13日 作成 神戸市感染症情報センター 報告定点数 48 ヶ所 第27週 2016年 7月 4日 ～ 2016年 7月 10日 インフルエンザ 設置定点数 48 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳,80歳～
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
報告定点数 31 ヶ所 小児科 設置定点数 31 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,,0157に代表される腸管出血性大腸 菌感染症が増加しています。今年 報告のあった14例のうち、7月4日 ～7月13日で9名の患者報告があり ました。主な症状は激しい腹痛や 水様便、血便などですが、患者の5 ～10％に続発する溶血性尿毒症症 候群（HUS）は死亡あるいは腎機能 や神経障害などの後遺症を残す可 能性のある重篤な疾患です。菌に 汚染された飲食物（井戸水、サラ ダ、生肉等）を摂取するか、感染 者の糞便で汚染されたものを口に することで感染します。50個程度 の少量菌数で感染するため感染力 が非常に強く人から人への感染も 十分に注意する必要があります が、加熱（75℃・1分以上）や市販 の消毒薬（アルコール、逆性石け ん）で死滅します。バーベキュー や家で肉を十分に加熱しなかった ため感染する例があります。肉は 十分に加熱し焼く箸と食べる箸は 必ず分けましょう。,,,,
ＲＳウイルス感染症,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
咽頭結膜熱,,,,,,1,,2,1,4,,1,,,1,1,1,,,,,,,,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,11,6,,,3,,4,8,18,50,,,2,3,9,1,3,8,6,6,5,4,,3,,,,,,
感染性胃腸炎,14,7,5,3,25,5,45,56,25,185,4,16,14,15,34,6,18,15,13,5,4,20,5,16,,,,,,
水痘,1,,,,,,2,5,1,9,,1,1,,3,1,1,2,,,,,,,,,,,,
手足口病,5,1,,,2,,2,6,5,21,,1,4,4,4,4,2,,1,,,1,,,,,,,,
伝染性紅斑,1,,,,2,2,1,,4,10,,,,2,1,,2,,,1,1,3,,,,,,,,
突発性発疹,1,,,1,1,1,1,3,2,10,,4,5,1,,,,,,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,29,,9,3,11,7,21,25,25,130,,9,51,24,13,15,7,5,1,,,3,2,,,,,,,
流行性耳下腺炎,12,3,,1,14,3,7,6,14,60,,,2,2,7,11,10,7,8,3,3,5,,2,,,,,,
報告定点数 10 ヶ所 眼科 設置定点数 10 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,70歳～,視する さい。
急性出血性結膜炎,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,
