
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳
インフルエンザ,4,,,,,,1,7,2,14,,,,,1,1,,,,,,3,1,2,1,2,1,,2

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,
ＲＳウイルス感染症,9,1,3,,2,1,8,16,11,51,5,11,20,8,6,1,,,,,,,,,
咽頭結膜熱,,,,,,,,,1,1,,,,,,,,,,1,,,,,
Ａ群溶血性レンサ球菌咽頭炎,3,2,,,2,1,1,,8,17,,,,,,2,1,6,4,2,,2,,,
感染性胃腸炎,10,9,8,5,28,7,18,63,16,164,3,6,13,19,20,15,18,13,6,7,6,19,3,16,
水痘,2,1,1,,2,,2,1,2,11,,,,,3,2,2,,1,1,,2,,,
手足口病,13,2,5,,,,2,3,2,27,,1,18,2,2,3,1,,,,,,,,
伝染性紅斑,,1,1,,1,,,1,,4,,,,2,,,1,,1,,,,,,
突発性発疹,5,,,,1,,2,1,3,12,,5,4,2,,,,1,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,2,,,1,,,1,1,2,7,,1,3,1,1,1,,,,,,,,,
流行性耳下腺炎,20,1,5,1,10,4,5,2,4,52,,,1,2,7,3,11,9,6,3,3,5,1,1,

,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
