
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳
インフルエンザ,,,1,,2,,1,4,1,9,,,1,,,,,,1,,,3,,,2,1,1,,

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,
ＲＳウイルス感染症,1,1,3,,6,1,2,10,10,34,4,9,13,5,3,,,,,,,,,,
咽頭結膜熱,,3,,,,,,,11,14,,,,,3,3,1,3,2,,,2,,,
Ａ群溶血性レンサ球菌咽頭炎,2,6,,,1,,2,2,4,17,,,,,1,3,1,3,2,1,1,2,1,2,
感染性胃腸炎,5,1,9,5,21,7,13,60,13,134,,12,13,13,11,9,11,12,6,5,8,17,3,14,
水痘,1,,,,1,,4,1,,7,,,1,1,3,1,,1,,,,,,,
手足口病,1,2,,,1,,2,6,1,13,,,5,2,2,1,1,1,,,,,,1,
伝染性紅斑,,,1,1,1,,,,,3,,,,1,,,1,,,,1,,,,
突発性発疹,,1,,,2,,3,1,2,9,,1,6,1,1,,,,,,,,,,
百日咳,,,,,1,,,,,1,,,,,,,,,1,,,,,,
ヘルパンギーナ,1,,,,,,,,2,3,,,,1,,1,,1,,,,,,,
流行性耳下腺炎,15,1,10,3,13,5,13,5,10,75,,,,6,4,8,15,9,13,7,4,8,1,,

,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
