神戸市感染症発生動向調査週報 平成28年9月14日 作成 神戸市感染症情報センター 報告定点数 48 ヶ所 第36週 2016年 9月 5日 ～ 2016年 9月 11日 インフルエンザ 設置定点数 48 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳,80歳～
インフルエンザ,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,
報告定点数 31 ヶ所 小児科 設置定点数 31 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,,兵庫県内でマイコプラズマ肺炎が 流行しています。例年の同時期と 比較すると患者数が多くなってい ます。患者は小児や若年成人に 多く、職場内や家族内で感染する 傾向が強いです。感染経路は感染 患者からの飛沫・接触感染です。 症状は発熱、全身倦怠感、頭痛な どの初発症状が現れた3～5日後に 乾性の咳がみられます。咳は経過 に従って徐々に増強し、解熱後も 3～4週間程度続きます。無菌性髄 膜炎や脳炎、中耳炎などの合併症 がみられることがあります。感染 予防として、患者との濃厚な接触 を避ける、手洗い、うがい、マス ク着用を心がけましょう。当該疾 患に有効な抗生剤があります。早 期受診することが重要です。,,,,
ＲＳウイルス感染症,7,,5,,,,1,1,4,18,,4,10,4,,,,,,,,,,,,,,,,
咽頭結膜熱,2,1,,,,2,1,1,,7,,,2,,1,2,1,,,,,,,1,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,7,4,1,,3,,,,7,22,,,,1,2,1,2,5,2,2,1,3,2,1,,,,,,
感染性胃腸炎,13,10,4,6,14,5,19,42,23,136,4,10,24,12,7,10,11,7,6,4,6,20,4,11,,,,,,
水痘,,,,1,2,3,,,3,9,,,2,1,3,,1,,,1,,1,,,,,,,,
手足口病,3,,,,,1,1,4,1,10,,3,4,2,,,,,,,1,,,,,,,,,
伝染性紅斑,,1,,,1,1,,,,3,,,,1,,1,,,1,,,,,,,,,,,
突発性発疹,4,,2,2,1,1,2,6,1,19,3,4,10,1,1,,,,,,,,,,,,,,,
百日咳,,,,,,,,,2,2,,1,1,,,,,,,,,,,,,,,,,
ヘルパンギーナ,3,,1,,,,,3,,7,,1,2,3,1,,,,,,,,,,,,,,,
流行性耳下腺炎,13,1,3,1,9,4,10,4,2,47,1,,1,3,4,5,10,3,4,2,2,9,3,,,,,,,
報告定点数 10 ヶ所 眼科 設置定点数 10 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,70歳～,視する さい。
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,1,,,1,,2,,,,,,,,,,,,,,,,,1,1,,
（定点機関から報告されたその他の感染症情報）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東灘区○マイコプラズマ肺炎２例：５～９歳女、４０代女（６１０２） 北　 区○カンピロバクター腸炎２例：５～９歳男、１０代男（６５０５） 北　 区○病原性大腸菌感染症１例：０～４歳男（６５０５） 北　 区○マイコプラズマ感染症１例：５～９歳女（６５０５） 長田区○細菌性腸炎（カンピロバクター）１例：０～４歳女（６６０２） 垂水区○細菌性腸炎（カンピロバクター）１例：性別・年齢不詳（６８０４） 西　 区○病原性大腸菌・カンピロバクター混合感染１例：５０代女（６９０１） 西　 区○マイコプラズマ感染症１例：５～９歳女（６９０２） 西　 区○アデノウイルス感染症１例：年齢・性別不詳（６９０３） 西　 区○マイコプラズマ感染症１例：年齢・性別不詳（６９０３）,,,,,,,,,,,【結核に関する情報】　　今週の結核届出患者数は15人（うち潜在性結核感染症6人）です。 【市内の感染症の状況】 　　　○神戸市の麻しん患者の報告は、9月11日までで1例のみです。 　　　○8月24日～9月13日で27件の麻しんウイルス遺伝子検査（PCR法）を実施し、 　　　　　うち上記1件のみ陽性でした。 【感染症発生動向調査事業実施要綱】 　http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,
〔お知らせ〕　バックナンバーは神戸市のホームページからご覧いただけます。 【感染症発生動向調査事業実施要綱】 　http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　神戸市　発生動向　〔検索〕 　または、神戸市ホームページ上段のバナーを以下のとおりたどってください。 ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する 　（トップページ ＞ くらし・手続き ＞ 健康・医療 ＞ 感染症・予防接種 ＞ 感染症発生動向） 　システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
