神戸市感染症発生動向調査週報 平成28年3月2日 作成 神戸市感染症情報センター 報告定点数 48 ヶ所 第８週 2016年 2月 22日 ～ 2016年 2月 28日 インフルエンザ 設置定点数 48 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳,80歳～
インフルエンザ,255,117,98,75,270,105,182,329,350,"1,781",3,18,54,65,80,113,124,116,120,140,102,362,59,55,97,123,71,52,16,11
報告定点数 31 ヶ所 小児科 設置定点数 31 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,,平成28年2月25日、神奈川県で国 内４例目（すべて海外輸入例）と なるジカウイルス感染症患者が確 認されました。ジカウイルスを保 有する蚊に刺されることで感染し ます。現在の流行地域は中南米及 びその周辺地域です。国内で感染 した例はありませんが、蚊の活動 が活発になる５月～10月は注意が 必要です。潜伏期間は２～12日、 主な症状は軽度の発熱、発疹、関 節痛、関節炎、結膜炎などです。 また、現在、小頭症や神経障害と ジカウイルスとの関連性について 調査が行われています。予防とし て蚊に刺されないことが重要で す。海外の流行地域において屋外 で活動する場合は長袖・長ズボン を着用し、蚊取り線香等虫の忌避 剤を使用しましょう。,,,,
ＲＳウイルス感染症,1,,,,,,,3,1,5,,2,1,,,,,,,,,2,,,,,,,,
咽頭結膜熱,3,,,,,,,4,1,8,,,,1,4,2,,,1,,,,,,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,7,5,7,,3,1,1,11,28,63,,,,3,4,8,10,6,3,11,4,8,1,5,,,,,,
感染性胃腸炎,15,5,9,12,26,9,22,49,17,164,4,7,20,13,14,19,8,10,10,11,12,17,4,15,,,,,,
水痘,,,,,1,1,3,1,1,7,,,1,1,,1,2,,,1,,1,,,,,,,,
手足口病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伝染性紅斑,1,,,,5,,2,1,,9,,,3,1,,,1,1,,1,1,1,,,,,,,,
突発性発疹,,,,,,,2,3,2,7,,1,5,1,,,,,,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性耳下腺炎,,,1,,3,,2,,2,8,,,,,1,1,2,,4,,,,,,,,,,,
報告定点数 10 ヶ所 眼科 設置定点数 10 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,70歳～,視する さい。
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,
（定点機関から報告されたその他の感染症情報）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東灘区○アデノウイルス感染症１例：年齢・性別不詳（６１０１） 灘　 区○マイコプラズマ感染症１例：１０代女（６２０２） 垂水区○病原性大腸菌感染症１例：性別・年齢不詳（６８０４） 垂水区○細菌性腸炎（カンピロバクター）１例：性別・年齢不詳（６８０４）,,,,,,,,,,,【結核に関する情報】　　今週の結核届出患者数は０人です。 【市内の感染症の状況】 　　○インフルエンザの定点あたり患者数は37.1人です。 　　　　先週に引き続き警報レベルを超えています。(先週は40.4人） 　　○平成28年2月5日、ジカウイルス感染症が感染症法の四類感染症に 指定されました。疑い患者を診察した場合は保健所までご連絡ください。 【感染症発生動向調査事業実施要綱】 　http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する 　システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,
〔お知らせ〕　バックナンバーは神戸市のホームページからご覧いただけます。 【感染症発生動向調査事業実施要綱】 　神戸市　発生動向　〔検索〕 　http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　または、神戸市ホームページ上段のバナーを以下のとおりたどってください。 ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する 　（トップページ ＞ くらし・手続き ＞ 健康・医療 ＞ 感染症・予防接種 ＞ 感染症発生動向） 　システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
