神戸市感染症発生動向調査週報 平成28年6月1日 作成 神戸市感染症情報センター 報告定点数 48 ヶ所 第21週 2016年 5月 23日 ～ 2016年 5月 29日 インフルエンザ 設置定点数 48 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳,80歳～
インフルエンザ,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,
報告定点数 31 ヶ所 小児科 設置定点数 31 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,,これから夏にかけて腸管出血性大 腸菌感染症（O157 等）が増加し ます。感染後3～8日の潜伏期間を 経て発症し、激しい腹痛、頻回の 水様便、血便などの症状が現れま す。まれに、溶血性尿毒症症候群 （HUS）や脳症等の重篤な合併症 を引き起こし、死に至る場合もあ ります。感染経路は、加熱不十分 な生肉等の飲食物や患者の糞便で 汚染されたものを口にすることで 感染します。感染力は非常に強 く、人から人への感染にも十分注 意する必要がありますが、加熱 （75℃、１分以上）や市販の消毒 薬（アルコール、逆性石けん）で 死滅します。これからバーベー キューが楽しい季節ですが、生肉 と焼いた肉の取り箸は必ず分けま しょう。,,,,
ＲＳウイルス感染症,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
咽頭結膜熱,4,1,,,,1,1,6,,13,,2,8,1,2,,,,,,,,,,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,10,5,6,,4,1,8,7,13,54,,,2,1,3,10,8,3,4,4,4,11,,4,,,,,,
感染性胃腸炎,19,5,13,12,31,12,62,102,22,278,3,18,61,29,32,29,25,9,10,10,4,20,4,24,,,,,,
水痘,,2,2,2,3,,6,3,2,20,,3,1,2,2,2,4,4,,,,1,,1,,,,,,
手足口病,2,,,,,,1,4,1,8,,,3,1,1,2,1,,,,,,,,,,,,,
伝染性紅斑,1,,,,3,1,3,2,1,11,,,,1,,3,3,2,,2,,,,,,,,,,
突発性発疹,2,2,1,1,1,1,,4,3,15,,6,6,1,1,1,,,,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,1,,2,,2,1,2,3,4,15,,1,2,2,5,,,,1,,2,2,,,,,,,,
流行性耳下腺炎,3,,2,5,10,,,2,4,26,,,1,1,3,4,8,3,1,1,2,2,,,,,,,,
報告定点数 10 ヶ所 眼科 設置定点数 10 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,70歳～,視する さい。
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,1,,,1,,,,1,,3,,,,,,,,,,,,,,1,,,,1,1,
（定点機関から報告されたその他の感染症情報）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東灘区○ノロウイルス感染症４例：年齢・性別不詳（６１０１） 東灘区○ロタウイルス感染症５例：年齢・性別不詳（６１０１） 東灘区○マイコプラズマ感染症１例：年齢・性別不詳（６１０１） 灘　 区○カンピロバクター腸炎１例：１０代男（６２０２） 灘　 区○ロタウイルス感染症１例：０～４歳男（６２０２） 中央区○アデノウイルス感染症１例：０～４歳男（６３０１） 北　 区○アデノウイルス感染症２例：５～９歳男女（６５０５） 北　 区○ノロウイルス感染症１例：０～４歳男（６５０５）,,,,,,,,,,,【結核に関する情報】　　今週の結核届出患者数は０人です。 【市内の感染症の状況】 　　　　注意報および警報水準の感染症はありません。 【感染症発生動向調査事業実施要綱】 　http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する 　システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,
〔お知らせ〕　バックナンバーは神戸市のホームページからご覧いただけます。 【感染症発生動向調査事業実施要綱】 　神戸市　発生動向　〔検索〕 　http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　または、神戸市ホームページ上段のバナーを以下のとおりたどってください。 ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する 　（トップページ ＞ くらし・手続き ＞ 健康・医療 ＞ 感染症・予防接種 ＞ 感染症発生動向） 　システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
