
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳
インフルエンザ,63,8,23,13,88,27,35,67,86,410,1,2,14,20,26,39,51,43,21,33,13,48,17,14,31,20,7,6,4

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,
ＲＳウイルス感染症,5,,2,1,1,,1,3,6,19,2,2,7,5,1,1,,,1,,,,,,
咽頭結膜熱,2,,2,,,,,3,,7,,,2,1,1,,2,,,1,,,,,
Ａ群溶血性レンサ球菌咽頭炎,6,7,1,1,6,3,9,15,28,76,,1,2,7,6,11,12,6,11,7,4,7,1,1,
感染性胃腸炎,22,6,5,8,36,5,45,52,17,196,1,9,30,21,17,18,9,11,3,10,4,21,9,33,
水痘,2,1,,2,3,,5,,7,20,1,,3,,3,5,1,1,3,3,,,,,
手足口病,,,,,,,,,,,,,,,,,,,,,,,,,
伝染性紅斑,1,1,2,,6,,,10,4,24,,,,3,2,3,5,2,3,3,1,2,,,
突発性発疹,,,,1,,,2,1,3,7,,4,3,,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,,,,,,,,,,,,,,,,,,,,,,,,,
流行性耳下腺炎,2,4,,,8,,2,1,6,23,,,2,1,4,1,1,4,1,5,1,3,,,

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,1,1,,,,2,,,,4,,,,,,1,,,,,,,,1,,2,,
