神戸市感染症発生動向調査週報 平成28年8月10日 作成 神戸市感染症情報センター 報告定点数 48 ヶ所 第31週 2016年 8月 1日 ～ 2016年 8月 7日 インフルエンザ 設置定点数 48 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳,80歳～
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
報告定点数 31 ヶ所 小児科 設置定点数 31 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,,アジア・オーストラリア・その周 辺の島国でデング熱が流行してい ます。デング熱の主な症状は発 熱、頭痛、筋肉・関節痛、発疹等 で、通常は7～10日で回復します が、稀に重症化して出血症状や ショック症状を示すデング出血熱 を起こすことがあります。流行地 域へ渡航する場合は、蚊に対する 虫除け対策をしっかり行ってくだ さい。また、海外ではデング熱以 外にもジカウイルス感染症等蚊が 媒介する感染症、Ａ型肝炎、コレ ラ、狂犬病等日本ではあまりみら れない感染症が流行しています。 海外の感染症発生状況や予防方法 は厚生労働省検疫所のホームペー ジなどで確認することができま す。渡航前には必要に応じて予防 接種を受けましょう。帰国後は健 康状態に気をつけて発熱等の症状 が出れば近医に相談しましょう。,,,,
ＲＳウイルス感染症,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,
咽頭結膜熱,6,,,,,1,2,2,,11,1,,4,2,1,2,,,,,,1,,,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,1,4,,,,1,1,4,10,21,,,2,1,2,2,3,3,,1,3,3,1,,,,,,,
感染性胃腸炎,8,5,4,7,12,8,23,48,13,128,1,16,22,7,8,12,8,8,7,6,4,18,2,9,,,,,,
水痘,,1,,,2,,1,,5,9,,,,,2,4,3,,,,,,,,,,,,,
手足口病,1,,4,2,5,,,5,3,20,,2,5,5,3,1,1,,,1,1,1,,,,,,,,
伝染性紅斑,,,,,1,2,,1,,4,,,,,,1,2,1,,,,,,,,,,,,
突発性発疹,2,,,,,,2,2,1,7,,4,2,1,,,,,,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,9,5,2,3,8,2,13,22,7,71,,5,24,14,8,6,3,4,3,1,,1,1,1,,,,,,
流行性耳下腺炎,7,,2,1,12,1,7,5,6,41,,,1,2,2,5,7,5,5,4,4,6,,,,,,,,
報告定点数 10 ヶ所 眼科 設置定点数 10 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,70歳～,視する さい。
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,1,,,,,,,2,,3,,,,,,,,,,,,,,,1,1,,1,,
