神戸市感染症発生動向調査週報 平成28年4月6日 作成 神戸市感染症情報センター 報告定点数 48 ヶ所 第13週 2016年 3月 28日 ～ 2016年 4月 3日 インフルエンザ 設置定点数 48 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳,80歳～
インフルエンザ,46,23,23,18,57,21,99,104,82,473,1,4,16,19,20,34,29,27,28,22,28,80,16,26,34,36,19,20,10,4
報告定点数 31 ヶ所 小児科 設置定点数 31 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,,水痘（みずぼうそ）は冬から春に かけて流行します。水痘は主に小 児の病気で、9歳以下で発症が 90％以上を占めると言われていま す。患者の咳やくしゃみなどのし ぶきを吸い込んだり、水疱や粘膜 の排出物に接触することで感染し ます。また、空気感染もします。 2014年10月から水痘ワクチンが定 期の予防接種となり、水痘にか かったことのない1歳・2歳の方は 公費助成により無料で接種できま す。水痘ワクチンを1回接種すれ ば水痘にかかることはあるものの 重症化することはほとんどなくな り、2回接種すれば水痘にかかる こともほとんどなくなると言われ ています。神戸市の定点報告数は 減少しています。詳細は市ホーム ページ等でご確認ください。,,,,
ＲＳウイルス感染症,2,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,
咽頭結膜熱,,,,,,,2,4,3,9,,,2,,2,,2,,1,,1,,,1,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,8,2,,,2,3,7,7,11,40,,1,5,4,5,6,4,1,5,2,2,3,,2,,,,,,
感染性胃腸炎,7,10,17,5,28,9,30,76,15,197,2,13,22,23,28,15,23,14,10,6,9,15,4,13,,,,,,
水痘,,,,2,1,,1,3,,7,,1,1,1,2,,,2,,,,,,,,,,,,
手足口病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伝染性紅斑,1,1,,,3,1,,3,1,10,,,,,,2,4,1,2,1,,,+,,,,,,,
突発性発疹,3,1,1,,1,,2,,1,9,,2,7,,,,,,,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,
流行性耳下腺炎,3,,,,8,,,1,7,19,,2,,2,2,1,3,5,2,1,1,,,,,,,,,
報告定点数 10 ヶ所 眼科 設置定点数 10 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,70歳～,視する さい。
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,
（定点機関から報告されたその他の感染症情報）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
灘 区○マイコプラズマ感染症３例：５～９歳男女、２０代女（６２０２） 西 区○アデノウイルス感染症２例：性別・年齢不詳（６９０３）,,,,,,,,,,,【結核に関する情報】 今週の結核届出患者数は０人です。 【市内の感染症の状況】 インフルエンザの定点あたり患者数は10.06人となり、 4週連続で患者数は大幅に減少しています。 しかし、例年の同時期と比較すると多いため、 手洗いなどの予防を怠らないようにしましょう。 【感染症発生動向調査事業実施要綱】 http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,
〔お知らせ〕 バックナンバーは神戸市のホームページからご覧いただけます。 【感染症発生動向調査事業実施要綱】 神戸市 発生動向 〔検索〕 http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
または、神戸市ホームページ上段のバナーを以下のとおりたどってください。 ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する （トップページ ＞ くらし・手続き ＞ 健康・医療 ＞ 感染症・予防接種 ＞ 感染症発生動向） システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
