
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,
ＲＳウイルス感染症,,,,,,,,,,,,,,,,,,,,,,,,,
咽頭結膜熱,,,,,,1,,2,1,4,,1,,,1,1,1,,,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,11,6,,,3,,4,8,18,50,,,2,3,9,1,3,8,6,6,5,4,,3,
感染性胃腸炎,14,7,5,3,25,5,45,56,25,185,4,16,14,15,34,6,18,15,13,5,4,20,5,16,
水痘,1,,,,,,2,5,1,9,,1,1,,3,1,1,2,,,,,,,
手足口病,5,1,,,2,,2,6,5,21,,1,4,4,4,4,2,,1,,,1,,,
伝染性紅斑,1,,,,2,2,1,,4,10,,,,2,1,,2,,,1,1,3,,,
突発性発疹,1,,,1,1,1,1,3,2,10,,4,5,1,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,29,,9,3,11,7,21,25,25,130,,9,51,24,13,15,7,5,1,,,3,2,,
流行性耳下腺炎,12,3,,1,14,3,7,6,14,60,,,2,2,7,11,10,7,8,3,3,5,,2,

,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳
急性出血性結膜炎,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,
流行性角結膜炎,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,
