神戸市感染症発生動向調査週報 平成28年5月25日 作成 神戸市感染症情報センター 報告定点数 48 ヶ所 第20週 2016年 5月 16日 ～ 2016年 5月 22日 インフルエンザ 設置定点数 48 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳,80歳～
インフルエンザ,,,,,,,,7,3,10,,,,,1,,1,,1,2,,1,,1,,1,1,,1,
報告定点数 31 ヶ所 小児科 設置定点数 31 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,,感染性胃腸炎の患者が増加してい ます。この疾患は、1～2日の潜伏 期間後に下痢や嘔吐、発熱、腹痛 などの症状が現れます。病原体と して、ノロウイルス、ロタウイル ス、腸管アデノウイルスや細菌 （カンピロバクターやサルモネ ラ、腸管病原性大腸菌等）などが あります。ロタウィルスは3～5月 に流行のピークがあり、6歳未満 の乳幼児によく見られます。感染 経路は主に、汚染された水や食 品、吐物、便、手拭等を介しての 経口感染や、空気中に舞い上げら れた病原体を吸い込む空気感染で す。感染予防として、こまめな手 洗い（帰宅後、食事前、トイレの 後）、食品の十分な加熱、感染者 の便や嘔吐物の処理時の注意が必 要です。,,,,
ＲＳウイルス感染症,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,
咽頭結膜熱,2,1,,,,1,,8,,12,,2,4,,3,,1,,,,,1,1,,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,8,4,3,,1,2,6,13,16,53,,,3,4,2,7,4,10,8,3,4,5,,3,,,,,,
感染性胃腸炎,16,4,14,6,38,13,60,94,24,269,5,16,48,31,31,29,21,15,15,8,6,13,4,27,,,,,,
水痘,1,,,,5,,,,3,9,1,,1,1,,,4,1,,1,,,,,,,,,,
手足口病,2,,,,,,1,5,,8,,,3,1,1,2,,,1,,,,,,,,,,,
伝染性紅斑,1,2,1,,3,1,,2,2,12,,1,,1,1,2,5,,1,,,1,,,,,,,,
突発性発疹,,1,,1,1,,4,5,1,13,,4,5,2,1,1,,,,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,3,,,2,,,2,2,,9,,2,3,1,1,,1,,,,,1,,,,,,,,
流行性耳下腺炎,,,,,13,,1,3,4,21,,,,2,1,2,5,2,5,,2,1,1,,,,,,,
報告定点数 10 ヶ所 眼科 設置定点数 10 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,70歳～,視する さい。
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,
（定点機関から報告されたその他の感染症情報）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東灘区○ノロウイルス感染症２例：年齢・性別不詳（６１０１） 東灘区○ロタウイルス感染症１例：年齢・性別不詳（６１０１） 中央区○アデノウイルス感染症１例：０～４歳男（６３０１） 中央区○ノロウイルス感染症１例：０～４歳男（６３０１） 北　 区○カンピロバクター腸炎１例：５～９歳男（６５０５） 北　 区○病原性大腸菌感染症２例：０～４歳男、５～９歳男（６５０５） 北　 区○ノロウイルス感染症１例：０～４歳男（６５０５） 垂水区○病原性大腸菌感染症１例：年齢・性別不詳（６８０４） 垂水区○細菌性腸炎（カンピロバクター）１例：年齢・性別不詳（６８０４） 西　 区○病原性大腸機関・カンピロバクターの重複感染：５～９歳女（６９０１）,,,,,,,,,,,【結核に関する情報】　　今週の結核届出患者数は９人（うち潜在性結核感染症１人）です。 【市内の感染症の状況】 　　　　注意報および警報水準の感染症はありません。 【感染症発生動向調査事業実施要綱】 　http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する 　システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,
〔お知らせ〕　バックナンバーは神戸市のホームページからご覧いただけます。 【感染症発生動向調査事業実施要綱】 　神戸市　発生動向　〔検索〕 　http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　または、神戸市ホームページ上段のバナーを以下のとおりたどってください。 ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する 　（トップページ ＞ くらし・手続き ＞ 健康・医療 ＞ 感染症・予防接種 ＞ 感染症発生動向） 　システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
