神戸市感染症発生動向調査週報 平成28年2月17日 作成 神戸市感染症情報センター 報告定点数 48 ヶ所 第６週 2016年 2月 8日 ～ 2016年 2月 14日 インフルエンザ 設置定点数 48 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳,80歳～
インフルエンザ,196,88,127,76,294,122,234,315,459,"1,911",5,12,60,65,79,111,138,135,157,129,125,390,51,58,126,131,65,54,15,5
報告定点数 31 ヶ所 小児科 設置定点数 31 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,,インフルエンザの定点あたり患者 数は39.81人となり、警報レベル （同30人以上）を超えました。 警報レベルは本格的な流行を示す 指標です。全ての区で患者が増加 し、学校や幼稚園から連日学級・ 学年閉鎖が報告されています。 これまでに検出されたウイルスは 2009年に新型インフルエンザとし て流行したA/H1pdm09が全体の過 半数を占めて最も多くなっていま す。今シーズン神戸市では抗イン フルエンザ薬に耐性のあるインフ ルエンザウイルスはは現在のとこ ろ検出されていません。 感染予防としてこまめな手洗い・ うがい、マスク着用を心がけ、 高齢者や妊婦、基礎疾患のある 方、疲労気味の方などは人混みや 繁華街への外出を控えましょう。,,,,
ＲＳウイルス感染症,1,,,,1,,2,4,4,12,2,3,4,3,,,,,,,,,,,,,,,,
咽頭結膜熱,1,1,1,,,,3,,,6,,3,,,1,,,,1,,,1,,,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,5,7,3,1,4,2,4,14,27,67,,1,1,3,2,7,12,9,3,10,5,14,,,,,,,,
感染性胃腸炎,16,9,11,11,45,11,37,52,17,209,4,7,24,19,25,13,14,11,8,5,11,32,6,30,,,,,,
水痘,1,,,,1,,,3,5,10,,,3,2,2,1,,,1,,,,1,,,,,,,
手足口病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伝染性紅斑,1,2,1,,3,,,6,5,18,1,,2,2,2,4,2,4,1,,,,,,,,,,,
突発性発疹,2,,1,,,,1,3,,7,,3,4,,,,,,,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性耳下腺炎,1,2,,,5,,,1,5,14,,,,,1,3,2,3,1,2,1,1,,,,,,,,
報告定点数 10 ヶ所 眼科 設置定点数 10 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,70歳～,視する さい。
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,2,,1,,,,,,,3,,,,,,,,,,,,,,,,1,1,1,,
（定点機関から報告されたその他の感染症情報）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東灘区○アデノウイルス感染症１例：年齢・性別不詳（６１０１） 東灘区○細菌性腸炎（カンピロバクター）：５～９歳男（６１０２） 灘　 区○マイコプラズマ感染症１例：０～４歳男（６２０２） 垂水区○アデノウイルス感染症１例：０～５歳女（６８０２） 垂水区○病原性大腸菌感染症１例：性別・年齢不詳（６８０４） 西　 区○細菌性腸炎（カンピロバクター）１例：１０代男（６９０１）,,,,,,,,,,,【結核に関する情報】　　今週の結核届出患者数は０人です。 【市内の感染症の状況】 　　　　インフルエンザの定点あたり患者数は39.81人で 　　　　警報レベルを超えました。(先週は29.40人） 【感染症発生動向調査事業実施要綱】 　http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する 　システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,
〔お知らせ〕　バックナンバーは神戸市のホームページからご覧いただけます。 【感染症発生動向調査事業実施要綱】 　神戸市　発生動向　〔検索〕 　http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　または、神戸市ホームページ上段のバナーを以下のとおりたどってください。 ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する 　（トップページ ＞ くらし・手続き ＞ 健康・医療 ＞ 感染症・予防接種 ＞ 感染症発生動向） 　システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
