神戸市感染症発生動向調査週報 平成28年7月27日 作成 神戸市感染症情報センター 報告定点数 48 ヶ所 第29週 2016年 7月 18日 ～ 2016年 7月 24日 インフルエンザ 設置定点数 48 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳,80歳～
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
報告定点数 31 ヶ所 小児科 設置定点数 31 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,,７月に入り感染性胃腸炎の施設等 での集団感染や家族内感染の報告 がありました。この疾患は1～2日 の潜伏期間後に下痢や嘔吐、発 熱、腹痛などの症状が現れること は共通していますが、病原体は、 ノロウイルス、ロタウイルス、腸 管アデノウイルスや細菌（カンピ ロバクターやサルモネラ）と様々 です。食品は十分に加熱(85℃・ １分以上)しましょう。感染予防 の基本は手洗いで、食事や調理の 前、トイレの後など石けんと流水 で15秒～30秒ていねいに洗い、手 洗い後は個人のタオルかペーパー タオルでふきましょう。感染した 人の便や嘔吐物を処理するときは 使い捨て手袋・マスク・ガウンを 着用しましょう。,,,,
ＲＳウイルス感染症,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
咽頭結膜熱,4,3,,1,,,,6,1,15,,3,,2,2,3,,1,2,,1,1,,,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,2,5,,,,1,4,6,9,27,,,1,,2,5,4,1,2,3,2,5,,2,,,,,,
感染性胃腸炎,12,3,4,8,20,5,28,46,15,141,1,6,19,20,17,11,17,4,4,5,5,14,5,13,,,,,,
水痘,,1,,,,,1,1,,3,,1,,,,,1,,1,,,,,,,,,,,
手足口病,3,1,3,,1,2,1,6,2,19,,,3,7,2,2,2,,2,,,1,,,,,,,,
伝染性紅斑,,1,,1,,,3,,5,10,,1,,,3,1,,1,,1,3,,,,,,,,,
突発性発疹,2,,,,,,1,2,4,9,,2,5,1,1,,,,,,,,,,,,,,,
百日咳,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,
ヘルパンギーナ,17,3,4,3,9,2,11,25,14,88,2,6,32,16,10,11,6,2,3,,,,,,,,,,,
流行性耳下腺炎,8,1,2,1,6,1,3,2,12,36,,,,3,2,4,9,10,5,1,1,1,,,,,,,,
報告定点数 10 ヶ所 眼科 設置定点数 10 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,【参考】神戸市感染症情報紙「今どき,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,情報＆耳寄り情報」（感染性胃腸炎）,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,70歳～,視する さい。
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,1,,,,1,,,,,2,,,,,,,,,,,,1,,,1,,,,,
（定点機関から報告されたその他の感染症情報）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東灘区○アデノウイルス感染症１例：年齢・性別不詳（６１０１） 東灘区○ムンプス髄膜炎１例：１０代女（６１０２） 中央区○カンピロバクター腸炎１例：０～４歳男（６３０１） 北 区○病原性大腸菌感染症１例：０～４歳男、５～９歳女（６５０５） 北 区○マイコプラズマ感染症１例：１０代男（６５０５） 垂水区○病原性大腸菌感染症１例：年齢・性別不詳（６８０４） 垂水区○カンピロバクター腸炎１例：年齢・性別不詳（６８０４） 西 区○マイコプラズマ感染症２例：５～９歳男女（６９０２） 西 区○マイコプラズマ感染症４例：年齢・性別不詳（６９０３） 西 区○ヒトメタニューモウイルス感染症２例：０～４歳男女（６９０５）,,,,,,,,,,,【結核に関する情報】 今週の結核届出患者数は０人です。 【市内の感染症の状況】 3週連続で腸管出血性大腸菌感染症の報告がありました。 7月4日～7月23日で11名の患者が発生しています。 調理や食事前には必ず手を洗い、肉は十分に加熱し、 焼く箸と食べる箸は必ず分けましょう。 【感染症発生動向調査事業実施要綱】 http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,
〔お知らせ〕 バックナンバーは神戸市のホームページからご覧いただけます。 【感染症発生動向調査事業実施要綱】 http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
神戸市 発生動向 〔検索〕 または、神戸市ホームページ上段のバナーを以下のとおりたどってください。 ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する （トップページ ＞ くらし・手続き ＞ 健康・医療 ＞ 感染症・予防接種 ＞ 感染症発生動向） システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
