
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳
インフルエンザ,1,,,,2,1,4,12,4,24,1,,1,,1,,1,1,,4,1,3,3,,1,2,4,1,

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,
ＲＳウイルス感染症,,,,,,,,,,,,,,,,,,,,,,,,,
咽頭結膜熱,2,,,1,,,1,14,2,20,,1,7,2,2,2,4,,1,,,,,1,
Ａ群溶血性レンサ球菌咽頭炎,14,,4,1,2,3,11,7,11,53,,,2,3,8,6,9,6,4,4,6,5,,,
感染性胃腸炎,9,5,9,9,41,8,61,83,17,242,1,22,32,26,25,23,21,15,13,15,9,18,1,21,
水痘,2,4,1,3,2,,2,1,2,17,,2,2,2,3,3,,,,2,,2,,1,
手足口病,,,,,,,1,,,1,,,1,,,,,,,,,,,,
伝染性紅斑,6,,,1,4,,2,6,,19,,,,1,4,1,5,,3,2,,3,,,
突発性発疹,2,,,,,,1,5,4,12,,4,5,1,,2,,,,,,,,,
百日咳,,,,,,,,,4,4,,,,1,1,2,,,,,,,,,
ヘルパンギーナ,,,,,1,,,,,1,,,1,,,,,,,,,,,,
流行性耳下腺炎,2,,,1,17,,1,5,,26,,,3,,,8,5,5,2,2,1,,,,

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
