
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳
インフルエンザ,201,114,138,106,277,128,198,368,409,"1,939",4,22,65,85,83,112,123,145,139,117,103,344,74,53,145,157,74,54,34

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,
ＲＳウイルス感染症,1,,2,,,,,2,2,7,2,2,1,,1,,,,,1,,,,,
咽頭結膜熱,,,2,,,,2,2,1,7,1,,2,,2,1,,,,,,1,,,
Ａ群溶血性レンサ球菌咽頭炎,13,7,3,,2,1,5,11,24,66,,,2,,9,10,20,5,4,4,3,8,,1,
感染性胃腸炎,23,5,5,9,32,6,24,64,18,186,3,15,20,18,27,17,8,10,8,10,4,21,2,23,
水痘,,1,,1,,1,1,2,1,7,,,,,,2,,,,2,,3,,,
手足口病,,,1,,,,,,,1,,1,,,,,,,,,,,,,
伝染性紅斑,1,3,,,2,,1,1,,8,,,2,,,,,4,,,,2,,,
突発性発疹,,,1,,1,,1,3,5,11,1,6,3,1,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,,,,,,,,,,,,,,,,,,,,,,,,,
流行性耳下腺炎,,,,,5,,1,4,1,11,,,,,1,,,2,1,2,4,1,,,

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,
