
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳
インフルエンザ,13,8,10,15,18,15,26,67,44,216,1,3,12,8,13,9,10,14,19,5,5,24,13,11,13,16,13,17,5

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,
ＲＳウイルス感染症,1,,,,,,,1,,2,,1,,1,,,,,,,,,,,
咽頭結膜熱,,1,,,,,3,3,1,8,,,3,2,2,1,,,,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,7,2,4,1,2,1,2,4,9,32,,,,1,2,4,2,5,4,6,2,6,,,
感染性胃腸炎,6,16,18,11,20,7,43,74,17,212,1,13,39,22,26,22,10,13,13,7,4,17,3,22,
水痘,,,,4,,3,2,2,2,13,,,1,1,,1,,3,1,3,1,1,1,,
手足口病,,,,,,,,,,,,,,,,,,,,,,,,,
伝染性紅斑,,,,,3,2,1,,7,13,,,,1,,4,2,3,,1,1,1,,,
突発性発疹,2,,2,,,,,4,2,10,1,3,5,1,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,,,1,,,,,1,,2,,,,1,1,,,,,,,,,,
流行性耳下腺炎,1,,,,11,,1,5,1,19,,,1,,1,4,4,4,,1,2,2,,,

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,1,,,1,,,,3,,5,,,1,,,,,,,,,,1,2,,1,,
