神戸市感染症発生動向調査週報 平成28年3月16日 作成 神戸市感染症情報センター 報告定点数 48 ヶ所 第10週 2016年 3月 7日 ～ 2016年 3月 13日 インフルエンザ 設置定点数 48 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳,80歳～
インフルエンザ,157,85,74,53,210,94,167,224,329,"1,393",3,14,39,57,50,99,103,109,94,95,86,280,62,41,79,71,40,44,19,8
報告定点数 31 ヶ所 小児科 設置定点数 31 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,,梅毒を含む性感染症が全国で増 加しています。（神戸市の昨年の 梅毒の報告数は38例で1999年以降 最多）妊娠中の女性が感染する と、胎盤を通して胎児に感染し、 死産、早産、新生児死亡、奇形な ど（先天梅毒）を引き起こすこと があるため特に注意が必要です。 また、梅毒に感染しているとHIV など他の性感染症に感染しやすく なります。予防のためにコンドー ムの適切な使用や接触部位の洗浄 が重要です。異常を感じた場合 は、医療機関（皮膚科や泌尿器科 等）を受診しましょう 。 神戸市では三宮センタープラザ 西館６階会議室（毎週水曜日18時 ～20時）にて梅毒・HIV等の無 料・匿名検査（予約不要）を実施 しています。,,,,
ＲＳウイルス感染症,,,,,,,1,2,,3,2,,,1,,,,,,,,,,,,,,,,
咽頭結膜熱,2,,2,,,,1,3,1,9,,1,3,1,2,,,,1,,,1,,,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,2,9,5,2,1,6,4,13,17,59,,,4,3,3,9,11,4,8,3,2,12,,,,,,,,
感染性胃腸炎,8,14,7,8,28,,35,60,16,176,1,7,19,18,14,22,26,12,8,7,5,19,4,14,,,,,,
水痘,,,,,,2,,2,1,5,,,,,1,,1,1,,1,,,1,,,,,,,
手足口病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伝染性紅斑,2,1,,1,4,2,,3,2,15,,,1,,,2,1,5,4,1,,1,,,,,,,,
突発性発疹,3,,,,1,,2,2,,8,,4,4,,,,,,,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性耳下腺炎,,,,,4,1,1,,1,7,,,,,1,2,2,1,1,,,,,,,,,,,
報告定点数 10 ヶ所 眼科 設置定点数 10 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,70歳～,視する さい。
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,
（定点機関から報告されたその他の感染症情報）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北　 区○マイコプラズマ感染症２例：０～４歳男、５～９歳男（６５０５） 垂水区○病原性大腸菌感染症２例：性別・年齢不詳（６８０４）,,,,,,,,,,,【結核に関する情報】　　今週の結核届出患者数は５人（うち潜在性結核感染症１人）です。 【市内の感染症の状況】 　　　インフルエンザの定点あたり患者数は29.02人で 　 警報レベルを下回りました。（先週は37.77人） 　しかし、この時期の患者数としてはかなり多く、 　　　今後も感染予防に努める必要があります。 　 【感染症発生動向調査事業実施要綱】 　http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する 　システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,
　 〔お知らせ〕　バックナンバーは神戸市のホームページからご覧いただけます。 【感染症発生動向調査事業実施要綱】 　神戸市　発生動向　〔検索〕 　http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　または、神戸市ホームページ上段のバナーを以下のとおりたどってください。 ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する 　（トップページ ＞ くらし・手続き ＞ 健康・医療 ＞ 感染症・予防接種 ＞ 感染症発生動向） 　システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
