
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳
インフルエンザ,17,5,7,4,17,17,15,33,14,129,,1,6,8,9,10,10,9,3,3,3,20,15,6,6,8,5,6,1

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,
ＲＳウイルス感染症,2,,2,,5,,3,1,5,18,1,5,6,5,1,,,,,,,,,,
咽頭結膜熱,2,,2,,,2,,3,1,10,1,,3,1,,1,2,,1,,1,,,,
Ａ群溶血性レンサ球菌咽頭炎,7,3,2,,4,3,7,3,28,57,,,,4,4,10,7,4,6,2,7,9,2,2,
感染性胃腸炎,19,8,7,4,29,8,30,70,23,198,2,11,23,19,19,16,18,11,6,10,4,21,16,22,
水痘,1,,2,,2,1,1,3,1,11,,1,2,2,2,1,2,1,,,,,,,
手足口病,,,,,,,,,,,,,,,,,,,,,,,,,
伝染性紅斑,2,1,,,13,2,1,1,3,23,,1,,,1,4,6,3,3,4,,1,,,
突発性発疹,1,,1,,,1,3,2,1,9,,3,6,,,,,,,,,,,,
百日咳,1,,,,,,,,,1,,,1,,,,,,,,,,,,
ヘルパンギーナ,,,,,,,,,,,,,,,,,,,,,,,,,
流行性耳下腺炎,,,,,12,,4,1,3,20,,,1,2,2,3,2,2,4,,1,3,,,

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,,2,,2,,,,,,,,,,,,,,,1,,,1
