
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,
ＲＳウイルス感染症,,,,,,,,,,,,,,,,,,,,,,,,,
咽頭結膜熱,4,3,,1,,,,6,1,15,,3,,2,2,3,,1,2,,1,1,,,
Ａ群溶血性レンサ球菌咽頭炎,2,5,,,,1,4,6,9,27,,,1,,2,5,4,1,2,3,2,5,,2,
感染性胃腸炎,12,3,4,8,20,5,28,46,15,141,1,6,19,20,17,11,17,4,4,5,5,14,5,13,
水痘,,1,,,,,1,1,,3,,1,,,,,1,,1,,,,,,
手足口病,3,1,3,,1,2,1,6,2,19,,,3,7,2,2,2,,2,,,1,,,
伝染性紅斑,,1,,1,,,3,,5,10,,1,,,3,1,,1,,1,3,,,,
突発性発疹,2,,,,,,1,2,4,9,,2,5,1,1,,,,,,,,,,
百日咳,,,1,,,,,,,1,,,1,,,,,,,,,,,,
ヘルパンギーナ,17,3,4,3,9,2,11,25,14,88,2,6,32,16,10,11,6,2,3,,,,,,
流行性耳下腺炎,8,1,2,1,6,1,3,2,12,36,,,,3,2,4,9,10,5,1,1,1,,,

,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,1,,,,1,,,,,2,,,,,,,,,,,,1,,,1,,,
