
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳
インフルエンザ,,2,2,,,1,19,3,1,28,,,,1,1,1,2,1,4,4,3,2,2,,2,3,,1,2

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,
ＲＳウイルス感染症,2,,2,,5,,6,11,11,37,6,7,15,5,2,,2,,,,,,,,
咽頭結膜熱,,,,1,,1,1,,,3,,1,,,,1,,,,,1,,,,
Ａ群溶血性レンサ球菌咽頭炎,3,1,1,,,1,1,,27,34,,,,,5,,3,2,2,3,4,12,,3,
感染性胃腸炎,9,22,4,6,32,17,19,63,21,193,5,9,24,19,18,22,22,10,10,7,8,15,8,16,
水痘,2,,,,1,,,1,,4,,,,,1,,,1,2,,,,,,
手足口病,7,,5,,1,,7,3,,23,,1,9,5,2,4,1,,,1,,,,,
伝染性紅斑,,,,,,,,,,,,,,,,,,,,,,,,,
突発性発疹,2,,,,,,2,1,1,6,,4,,2,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,2,,1,,2,,,2,,7,,,3,2,,1,1,,,,,,,,
流行性耳下腺炎,26,4,3,2,12,3,14,13,18,95,,2,7,6,3,15,14,11,7,8,6,15,1,,

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,,,2,2,,,,,,,,,,,,,1,,,1,,
