
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳
インフルエンザ,96,51,32,48,146,62,74,179,189,877,2,9,23,36,37,64,66,73,48,56,64,161,36,38,56,53,30,13,10

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,
ＲＳウイルス感染症,,,3,,,,1,6,5,15,4,2,5,2,1,1,,,,,,,,,
咽頭結膜熱,3,2,,,,1,4,1,,11,,2,2,,2,,1,2,,1,,1,,,
Ａ群溶血性レンサ球菌咽頭炎,12,4,4,,8,1,8,14,29,80,,1,2,1,8,8,13,7,10,10,6,11,,3,
感染性胃腸炎,14,2,6,8,43,11,42,51,21,198,3,7,34,20,16,18,13,5,10,7,6,21,16,22,
水痘,1,1,,,2,,1,,4,9,,,2,1,,1,1,,,3,1,,,,
手足口病,,,,,,,,,,,,,,,,,,,,,,,,,
伝染性紅斑,,2,1,,9,,1,4,3,20,,,,2,,4,3,3,4,3,,1,,,
突発性発疹,4,,,,,1,2,3,1,11,,8,2,1,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,,,,,,,,,,,,,,,,,,,,,,,,,
流行性耳下腺炎,1,,,,11,,,1,1,14,,,,1,2,3,3,1,1,1,1,1,,,

疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
