神戸市感染症発生動向調査週報 平成28年4月20日 作成 神戸市感染症情報センター 報告定点数 48 ヶ所 第15週 2016年 4月 11日 ～ 2016年 4月 17日 インフルエンザ 設置定点数 48 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳,80歳～
インフルエンザ,14,6,8,3,18,10,11,19,19,108,,4,1,8,8,5,5,5,6,3,6,17,3,7,5,12,6,6,,1
報告定点数 31 ヶ所 小児科 設置定点数 31 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,,ブラジルを中心に中南米及び周辺 地域でジカウイルス感染症の流行 が続いています。日本では帰国者 が感染していた事例が近年ありま したが、日本国内で感染した事例 はありません。潜伏期間は2～12 日、主な症状は軽度の発熱、発 疹、関節痛、関節炎、結膜炎など です。また、流行地での疫学研究 により、妊娠中のジカウイルス感 染が胎児の小頭症と関連している ことがわかってきました。ワクチ ンはなく、蚊に刺されないように することが唯一の予防方法です。 海外の流行地域はもちろん国内に おいても蚊の活動が活発になる5 月～10月は野外活動等をする場合 は長袖・長ズボンを着用し、蚊取 り線香等虫の忌避剤を使用しま しょう。,,,,
ＲＳウイルス感染症,,,1,,,,,1,,2,,,,1,1,,,,,,,,,,,,,,,
咽頭結膜熱,,,1,,,,,2,2,5,,,1,1,,1,,1,1,,,,,,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,4,4,4,1,3,2,3,6,7,34,,,,1,2,5,5,4,4,3,2,4,3,1,,,,,,
感染性胃腸炎,6,7,9,10,13,10,32,64,14,165,2,15,24,23,16,16,14,9,7,6,7,8,4,14,,,,,,
水痘,2,,2,,4,1,2,1,1,13,,2,,1,3,2,,4,1,,,,,,,,,,,
手足口病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伝染性紅斑,,1,,,,2,3,,,6,,,1,1,2,,1,1,,,,,,,,,,,,
突発性発疹,1,1,,1,1,,4,2,1,11,1,1,7,2,,,,,,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,
流行性耳下腺炎,1,,,,3,,2,3,1,10,,,1,,,4,3,,1,,1,,,,,,,,,
報告定点数 10 ヶ所 眼科 設置定点数 10 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,70歳～,視する さい。
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,
（定点機関から報告されたその他の感染症情報）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東灘区○ヒトメタニューモウイルス感染症１例：０～４歳男（６１０１） 東灘区○ロタウイルス感染症１例：年齢・性別不詳（６１０１） 東灘区○ノロウイルス感染症３例：年齢・性別不詳（６１０１） 東灘区○マイコプラズマ感染症１例：０～４歳女（６１０２） 中央区○アデノウイルス感染症２例：０～４歳男、５～９歳女（６３０１） 垂水区○病原性大腸菌感染症１例：性別・年齢不詳（６８０４） 西　 区○アデノウイルス感染症２例：０～４歳男、４０代男（６９０１）,,,,,,,,,,,【結核に関する情報】　　今週の結核届出患者数は６人（うち潜在性結核感染症１人）です。 【市内の感染症の状況】 　　　　注意報および警報水準の感染症はありません。 【感染症発生動向調査事業実施要綱】 　http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する 　システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,
〔お知らせ〕　バックナンバーは神戸市のホームページからご覧いただけます。 【感染症発生動向調査事業実施要綱】 　神戸市　発生動向　〔検索〕 　http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　または、神戸市ホームページ上段のバナーを以下のとおりたどってください。 ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する 　（トップページ ＞ くらし・手続き ＞ 健康・医療 ＞ 感染症・予防接種 ＞ 感染症発生動向） 　システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
