神戸市感染症発生動向調査週報 平成28年8月17日 作成 神戸市感染症情報センター 報告定点数 48 ヶ所 第32週 2016年 8月 8日 ～ 2016年 8月 14日 インフルエンザ 設置定点数 48 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～5ヶ月,～11ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,～79歳,80歳～
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
報告定点数 31 ヶ所 小児科 設置定点数 31 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,20歳～,,市内で無菌性髄膜炎疑いの患者か らパレコウイルス３型が５例（い ずれも生後３か月未満）検出され ました。（第31週・第32週）ヒト パレコウイルスは比較的軽症の胃 腸炎、上気道炎の原因となること が知られ、学童期の抗体保有率は 80％を超えるという報告がある一 方で、生後３か月未満の乳児では 敗血症や脳炎の原因となり重症化 するケースも報告されています。 典型的な症状は、高熱と輸液に反 応の乏しい頻脈、手のひら・足の 裏等の一過性の紅斑を呈します。 一般的なエンテロウイルス感染症 と同様、対症療法が中心となりま す。生後３か月未満の乳児がいる 家庭では、風邪様症状のある方の マスク着用や手洗いが感染予防と して重要です。,,,,
ＲＳウイルス感染症,,,,,,,1,2,1,4,,3,1,,,,,,,,,,,,,,,,,
咽頭結膜熱,4,,,1,,,1,1,1,8,,,2,2,1,2,1,,,,,,,,,,,,,
Ａ群溶血性レンサ球菌咽頭炎,2,3,1,,,1,2,1,4,14,,,,1,1,4,1,3,,1,,2,,1,,,,,,
感染性胃腸炎,11,2,4,3,13,5,16,48,11,113,1,9,22,11,7,15,7,6,3,6,1,9,3,13,,,,,,
水痘,,1,,,1,,1,1,1,5,,,1,,,1,1,1,1,,,,,,,,,,,
手足口病,,,,,1,,,1,1,3,,,,1,1,,,1,,,,,,,,,,,,
伝染性紅斑,1,,,,,1,,,1,3,,,,,,,2,,,,,1,,,,,,,,
突発性発疹,,,1,,,,,2,3,6,,2,4,,,,,,,,,,,,,,,,,
百日咳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,6,,1,2,4,1,10,6,6,36,,3,12,5,3,4,4,1,1,1,1,1,,,,,,,,
流行性耳下腺炎,11,,4,,3,2,3,3,6,32,,,,,,7,8,1,5,7,1,3,,,,,,,,
報告定点数 10 ヶ所 眼科 設置定点数 10 ヶ所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾病名称,東灘,灘,中央,兵庫,北,長田,須磨,垂水,西,計,～6ヶ月,～12ヶ月,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,～14歳,～19歳,～29歳,～39歳,～49歳,～59歳,～69歳,70歳～,視する さい。
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（定点機関から報告されたその他の感染症情報）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東灘区○ヒトメタニューモウイルス感染症２例：０～４歳男（６１０１） 東灘区○ヒトメタニューモウイルス感染症１例：０～４歳男（６１０２） 東灘区○カンピロバクター腸炎１例：１０代男（６１０２） 灘 区○マイコプラズマ感染症１例：５～９歳男女、１０代男（６２０２） 長田区○サルモネラ腸炎１例：５～９歳男（６６０１） 西 区○マイコプラズマ感染症１例：５～９歳男（６９０２） 西 区○マイコプラズマ感染症２例：年齢・性別不詳（６９０３） 西 区○ヒトメタニューモウイルス感染症１例：５～９歳男（６９０５）,,,,,,,,,,,【結核に関する情報】 今週の結核届出患者数は０人です。 【市内の感染症の状況】 第32週はお盆による医療機関の休診のため、すべての感染症において 報告数が少なくなっています。 【感染症発生動向調査事業実施要綱】 http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,
〔お知らせ〕 バックナンバーは神戸市のホームページからご覧いただけます。 【感染症発生動向調査事業実施要綱】 http://www.city.kobe.lg.jp/life/health/infection/trend/img/youkou110729.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
神戸市 発生動向 〔検索〕 または、神戸市ホームページ上段のバナーを以下のとおりたどってください。 ※病原体サーベイランスとは、流行する感染症の病原体を詳しく調べて、その特徴や流行状況を監視する （トップページ ＞ くらし・手続き ＞ 健康・医療 ＞ 感染症・予防接種 ＞ 感染症発生動向） システムです。 解析結果は、「神戸市環境保健研究所における病原体分離・検出状況」をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
